SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Electric Conductivity (μS/cm),Colour,Odour,Turbidity (NTU),Temperature (ºC),Total Solids (mg/L)
3274,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-06-1998 08:00,619,Clear,odour free,"",30,""
3275,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-06-1998 08:00,658,Clear,odour free,"",32,""
3276,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-06-1998 08:00,640,Clear,odour free,"",29,""
3277,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-07-1998 08:00,622,Clear,odour free,"",27,""
3278,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,13-07-1998 08:00,713,Clear,odour free,"",28,""
3279,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-07-1998 08:00,820,Clear,odour free,"",28,""
3280,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-08-1998 08:00,675,Clear,odour free,"",28,""
3281,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-08-1998 08:00,557,Clear,odour free,"",28,""
3282,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-08-1998 08:00,564,Clear,odour free,"",28,""
3283,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-09-1998 08:00,634,Clear,odour free,"",28,""
3284,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,10-09-1998 08:00,619,Clear,odour free,"",28,""
3285,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-09-1998 08:00,580,Clear,odour free,"",29,""
3286,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,05-10-1998 08:00,521,Clear,odour free,"",29,""
3287,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-10-1998 08:00,511,Clear,odour free,"",28,""
3288,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-10-1998 08:00,544,Clear,odour free,"",28,""
3289,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-12-1998 08:00,572,Clear,odour free,"",27,""
3290,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,10-12-1998 08:00,621,Clear,odour free,"",24.5,""
3291,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-12-1998 08:00,561,Clear,odour free,"",21,""
3292,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-01-1999 08:00,454,Clear,odour free,"",25,""
3293,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-01-1999 08:00,479,Clear,odour free,"",26,""
3294,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-02-1999 08:00,710,Clear,odour free,"",25,""
3295,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-02-1999 08:00,620,Clear,odour free,"",25,""
3296,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-02-1999 08:00,659,Clear,odour free,"",26,""
3297,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-03-1999 08:00,631,Clear,odour free,"",26,""
3298,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-03-1999 08:00,704,Clear,odour free,"",28,""
3299,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-03-1999 08:00,656,Clear,odour free,"",28,""
3300,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-04-1999 08:00,665,Clear,odour free,"",28,""
3301,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-04-1999 08:00,744,Clear,odour free,"",28,""
3302,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-04-1999 08:00,660,Clear,odour free,"",29,""
3303,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-05-1999 08:00,729,Clear,odour free,"",30,""
3304,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-05-1999 08:00,684,Clear,odour free,"",30,""
3305,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-05-1999 08:00,715,Clear,odour free,"",30,""
3306,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-06-1999 08:00,750,Clear,odour free,"",29,""
3307,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,10-06-1999 08:00,685,Clear,odour free,"",29,""
3308,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-06-1999 08:00,869,Clear,odour free,"",28,""
3309,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-07-1999 08:00,945,Clear,odour free,"",29,""
3310,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-07-1999 08:00,798,Clear,odour free,"",30,""
3311,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-07-1999 08:00,690,Clear,odour free,"",28,""
3312,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,02-08-1999 08:00,889,Clear,odour free,"",28,""
3313,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-08-1999 08:00,942,Clear,odour free,"",28,""
3314,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,20-08-1999 08:00,959,Clear,odour free,"",28,""
3315,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-09-1999 08:00,604,Clear,odour free,"",28,""
3316,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,09-09-1999 08:00,521,Clear,odour free,"",28,""
3317,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-09-1999 08:00,734,Clear,odour free,"",29,""
3318,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,04-10-1999 08:00,787,Clear,odour free,"",28,""
3319,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-10-1999 08:00,612,Clear,odour free,"",28,""
3320,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-10-1999 08:00,563,Clear,odour free,"",28,""
3321,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-11-1999 08:00,605,Clear,odour free,"",29,""
3322,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-11-1999 08:00,570,Clear,odour free,"",28,""
3323,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,19-11-1999 08:00,530,Clear,odour free,"",28,""
3324,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-12-1999 08:00,610,Clear,odour free,"",28,""
3325,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,09-12-1999 08:00,539,Clear,odour free,"",28,""
3326,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-12-1999 08:00,560,Clear,odour free,"",27,""
3327,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-01-2000 08:00,503,Clear,odour free,"",26,""
3328,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-01-2000 08:00,580,Clear,odour free,"",27,""
3329,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-01-2000 08:00,749,Clear,odour free,"",27,""
3330,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-02-2000 08:00,681,Clear,odour free,"",28,""
3331,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,10-02-2000 08:00,654,Clear,odour free,"",29,""
3332,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-02-2000 08:00,601,Clear,odour free,"",28,""
3333,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,02-03-2000 08:00,663,Clear,odour free,"",28,""
3334,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,09-03-2000 08:00,680,Clear,odour free,"",27,""
3335,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-03-2000 08:00,671,Clear,odour free,"",28,""
3336,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-04-2000 08:00,1260,Clear,odour free,"",28,""
3337,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-04-2000 08:00,1231,Clear,odour free,"",29,""
3338,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,19-04-2000 08:00,949,Clear,odour free,"",29,""
3339,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-05-2000 08:00,1124,Clear,odour free,"",29,""
3340,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-05-2000 08:00,815,Clear,odour free,"",29,""
3341,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-05-2000 08:00,995,Clear,odour free,"",30,""
3342,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-06-2000 08:00,669,Clear,odour free,"",30,""
3343,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-06-2000 08:00,752,Clear,odour free,"",31.5,""
3344,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-06-2000 08:00,704,Clear,odour free,"",31.5,""
3345,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-07-2000 08:00,570,Clear,odour free,"",30,""
3346,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-07-2000 08:00,621,Clear,odour free,"",29,""
3347,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-07-2000 08:00,690,Clear,odour free,"",31.5,""
3348,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-08-2000 08:00,633,Clear,odour free,"",32,""
3349,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,10-08-2000 08:00,460,Clear,odour free,"",29,""
3350,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-08-2000 08:00,620,Clear,odour free,"",27,""
3351,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,04-09-2000 08:00,584,Clear,odour free,"",29,""
3352,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-09-2000 08:00,636,Clear,odour free,"",29,""
3353,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-09-2000 08:00,672,Clear,odour free,"",32,""
3354,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-10-2000 08:00,642,Clear,odour free,"",32,""
3355,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-10-2000 08:00,737,Clear,odour free,"",32,""
3356,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,20-10-2000 08:00,629,Clear,odour free,"",32,""
3357,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,02-11-2000 08:00,714,Clear,odour free,"",32,""
3358,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,09-11-2000 08:00,650,Clear,odour free,"",29,""
3359,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-11-2000 08:00,624,Clear,odour free,"",27,""
3360,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-12-2000 08:00,656,Clear,odour free,"",27,""
3361,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-12-2000 08:00,630,Clear,odour free,"",26,""
3362,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-12-2000 08:00,612,Clear,odour free,"",26,""
3363,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-01-2001 08:00,666,Clear,odour free,"",26,""
3364,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-01-2001 08:00,687,Clear,odour free,"",28,""
3365,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-01-2001 08:00,659,Clear,odour free,"",28,""
3366,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-02-2001 08:00,650,Clear,odour free,"",25,""
3367,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-02-2001 08:00,675,Clear,odour free,"",27,""
3368,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,22-02-2001 08:00,664,Clear,odour free,"",26,""
3369,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-03-2001 08:00,711,Clear,odour free,"",28,""
3370,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,12-03-2001 08:00,681,Clear,odour free,"",27,""
3371,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-03-2001 08:00,760,Clear,odour free,"",28,""
3372,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,02-04-2001 08:00,811,Clear,odour free,"",31,""
3373,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,11-04-2001 08:00,897,Clear,odour free,"",30,""
3374,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,20-04-2001 08:00,778,Clear,odour free,"",31,""
3375,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-05-2001 08:00,904,Clear,odour free,"",32,""
3376,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,10-05-2001 08:00,866,Clear,odour free,"",31,""
3377,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,21-05-2001 08:00,896,Clear,odour free,"",32,""
3378,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-06-2001 08:00,962,Clear,odour free,"",32,""
3379,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,02-07-2001 08:00,743,Clear,odour free,"",28,""
3380,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-08-2001 08:00,829,Clear,odour free,"",26,""
3381,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-09-2001 08:00,965,Clear,odour free,"",27,""
3382,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-10-2001 08:00,647,Clear,odour free,"",28,""
3383,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-11-2001 08:00,772,Clear,odour free,"",28,""
3384,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-12-2001 08:00,697,Clear,odour free,"",23,""
3385,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-01-2002 08:00,690,Clear,odour free,"",23,""
3386,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-02-2002 08:00,781,Clear,odour free,"",28,""
3387,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-03-2002 08:00,765,Clear,odour free,"",30,""
3388,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-04-2002 08:00,829,Clear,odour free,"",31,""
3389,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-05-2002 08:00,1070,Clear,odour free,"",32,""
3390,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,03-06-2002 08:00,920,Clear,odour free,"",33,""
3391,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,01-08-2002 08:00,1250,Clear,odour free,"",28,""
3392,Paleru Bridge,CWC,28,Andhra Pradesh,510,KRISHNA,JAGGAYYAPETA,-,-,Krishna,Krishna,Paleru,-,-,Paleru,16.94888889,80.04916667,02-12-2002 08:00,877,Clear,odour free,"",27,""
