SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
452,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,11-10-2022 08:00,2.4,"","",""
453,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-10-2022 08:00,1.4,"","",""
454,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-11-2022 08:00,1.6,"","",""
455,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,10-11-2022 08:00,0.5,"","",""
456,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,21-11-2022 08:00,3.4,"","",""
457,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,01-12-2022 08:00,1.9,"","",""
458,GodavariRlyBridge(Rajahmundry),CWC,28,Andhra Pradesh,505,EAST GODAVARI,RAJAHMUNDRY(U),-,-,Godavari,Godavari,-,-,-,Godavari,17.00694444,81.76694444,12-12-2022 08:00,3.6,"","",""
459,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,02-01-2021 08:00,0.59,"","",""
460,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,02-08-2021 08:00,1.62,"","",""
461,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-08-2021 08:00,2.64,"","",""
462,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-08-2021 08:00,2.23,"","",""
463,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-09-2021 08:00,3.21,"","",""
464,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-09-2021 08:00,0.6,"","",""
465,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-09-2021 08:00,4.01,"","",""
466,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-10-2021 08:00,1.4,"","",""
467,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-10-2021 08:00,2.81,"","",""
468,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-10-2021 08:00,0.8,"","",""
469,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-11-2021 08:00,1.39,"","",""
470,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,12-11-2021 08:00,2.78,"","",""
471,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,22-11-2021 08:00,1.59,"","",""
472,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-12-2021 08:00,1.97,"","",""
473,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-12-2021 08:00,1.57,"","",""
474,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-12-2021 08:00,1.18,"","",""
475,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-01-2022 08:00,1.19,"","",""
476,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-01-2022 08:00,0.99,"","",""
477,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-01-2022 08:00,0.99,"","",""
478,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-02-2022 08:00,1,"","",""
479,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-02-2022 08:00,1,"","",""
480,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-02-2022 08:00,1.2,"","",""
481,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-06-2022 08:00,1.8,"","",""
482,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-07-2022 08:00,1,"","",""
483,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-08-2022 08:00,2,"","",""
484,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,22-08-2022 08:00,1.4,"","",""
485,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-09-2022 08:00,2.4,"","",""
486,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,12-09-2022 08:00,1.2,"","",""
487,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-09-2022 08:00,1.4,"","",""
488,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-10-2022 08:00,1.8,"","",""
489,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-10-2022 08:00,1.4,"","",""
490,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-10-2022 08:00,1.6,"","",""
491,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-11-2022 08:00,1.8,"","",""
492,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-11-2022 08:00,2,"","",""
493,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-11-2022 08:00,1.2,"","",""
494,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,01-12-2022 08:00,3,"","",""
495,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,11-01-2023 08:00,2.4,"","",""
496,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,29-09-2023 08:00,1,"",330,2800
497,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,03-10-2023 08:00,2,"",390,3500
498,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,10-10-2024 08:00,1,"",170,270
499,Kamalapuram,CWC,28,Andhra Pradesh,504,CUDDAPAH,KAMALAPURAM,-,-,Pennar,Pennar,Papagni,-,-,Papagni,14.58055556,78.67777778,21-10-2024 08:00,0.6,"",170,390
500,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-01-2021 08:45,1.5,"",1100,3500
501,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-02-2021 08:45,1.6,"",140,260
502,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-03-2021 08:45,10,"",2800,9000
503,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,05-04-2021 08:45,0.8,"",120,130
504,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,03-05-2021 08:45,6.9,"",1700,2800
505,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-07-2021 08:00,4.9,"",340,1400
506,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,12-07-2021 08:30,1.2,"",110,140
507,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,22-07-2021 09:00,1.9,"",170,790
508,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,02-08-2021 08:30,0.3,"",170,270
509,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-08-2021 08:29,1.1,"",1700,2800
510,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,23-08-2021 09:00,1.8,"",140,390
511,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-09-2021 08:30,1,"",240,240
512,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,13-09-2021 08:30,8.9,"",93,120
513,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-09-2021 08:35,5.2,"",220,490
514,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-10-2021 09:00,0.1,"",490,1100
515,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-10-2021 08:30,1.5,"",170,270
516,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-10-2021 08:45,1.7,"",790,1100
517,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-11-2021 09:00,0.7,"",2200,3500
518,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-11-2021 08:45,5.3,"",790,1400
519,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,22-11-2021 08:45,1.6,"",270,390
520,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-12-2021 08:45,1.6,"",490,1400
521,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,10-12-2021 09:00,1.8,"",2200,2800
522,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-12-2021 09:00,1.1,"",1700,2800
523,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-07-2022 08:30,2.2,"","",""
524,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-07-2022 09:00,1.2,"","",""
525,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-07-2022 09:00,1.2,"","",""
526,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-08-2022 08:45,2.5,"","",""
527,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-08-2022 09:00,0.79,"","",""
528,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,22-08-2022 09:00,3.8,"","",""
529,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-09-2022 09:00,3.4,"","",""
530,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,12-09-2022 09:00,1.8,"","",""
531,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-09-2022 09:00,1.4,"","",""
532,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,03-10-2022 09:00,1.3,"","",""
533,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-10-2022 09:00,0.4,"","",""
534,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-10-2022 09:00,0.4,"","",""
535,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,10-11-2022 09:00,1.6,"","",""
536,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-11-2022 09:00,1.2,"","",""
537,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,01-12-2022 09:00,1.4,"","",""
538,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,12-12-2022 09:00,1.1,"","",""
539,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,21-12-2022 09:00,1.4,"","",""
540,Keesara,CWC,28,Andhra Pradesh,510,KRISHNA,KANCHIKACHERLA,-,-,Krishna,Krishna,Munneru,-,-,Munneru,16.71472222,80.32027778,11-01-2023 09:00,1.5,"","",""
541,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-01-2021 08:30,3.1,"",2800,16000
542,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-02-2021 08:00,5.2,"",2200,3500
543,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-03-2021 08:00,2.2,"",1100,1700
544,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,05-04-2021 08:00,1.8,"",170,330
545,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,03-05-2021 08:00,4.4,"",1100,1700
546,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-07-2021 08:30,2.7,"",140,340
547,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,12-07-2021 08:30,1.2,"",320,790
548,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,22-07-2021 16:49,1.3,"",120,140
549,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,02-08-2021 08:31,1.9,"",120,170
550,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,11-08-2021 08:30,1.1,"",140,140
551,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,23-08-2021 09:30,3.6,"",170,1100
552,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-09-2021 08:30,1.9,"",260,270
553,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,13-09-2021 09:30,1.1,"",140,220
554,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-09-2021 09:30,1.4,"",340,490
555,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-10-2021 09:30,1,"",700,1100
556,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,11-10-2021 09:30,1.9,"",200,240
557,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-10-2021 09:30,3.1,"",790,1700
558,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-11-2021 09:30,0.6,"",490,1100
559,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,11-11-2021 09:31,4.6,"",390,940
560,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,22-11-2021 09:30,0.4,"",1400,2200
561,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-12-2021 09:30,0.3,"",1400,1700
562,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,10-12-2021 09:30,0.4,"",790,2200
563,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-12-2021 09:30,1.5,"",490,940
564,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-06-2022 09:30,1.6,"","",""
565,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-07-2022 09:30,1.3,"","",""
566,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,11-07-2022 09:30,1.3,"","",""
567,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-07-2022 08:00,1.3,"","",""
568,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-08-2022 08:30,0.2,"","",""
569,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,11-08-2022 09:30,0.89,"","",""
570,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,22-08-2022 09:30,1.1,"","",""
571,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-09-2022 09:30,0.4,"","",""
572,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,12-09-2022 09:30,1.5,"","",""
573,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-09-2022 09:30,2.3,"","",""
574,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,03-10-2022 09:30,2.5,"","",""
575,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,11-10-2022 09:30,1,"","",""
576,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-10-2022 09:30,1.4,"","",""
577,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,10-11-2022 09:30,2.2,"","",""
578,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,21-11-2022 09:30,0,"","",""
579,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,01-12-2022 09:30,1.9,"","",""
580,Mantralayam,CWC,28,Andhra Pradesh,511,KURNOOL,KURNOOL,-,-,Krishna,Krishna,Tungabhadra,-,-,Tungabhadra,15.94000000,77.42000000,12-12-2022 09:30,2.6,"","",""
